15712;554
15712;
15713;942
15713;11
15713;
15714;763
15714;
15715;554
15715;
15716;763
15716;
15954;181
15954;554
15954;
15717;809
15717;
15719;554
15719;
15720;26
15720;558
15720;965
15720;
15721;574
15721;554
15721;
15722;579
15722;
15724;154
15724;
15725;554
15725;
15726;922
15726;742
15726;828
15726;703
15726;939
15726;
15727;558
15727;604
15727;154
15727;121
15727;576
15727;
15728;742
15728;897
15728;920
15728;
15729;942
15729;945
15729;
15730;942
15730;945
15730;
15731;942
15731;945
15731;
15732;942
15732;
15733;942
15733;
15734;942
15734;945
15734;
15735;942
15735;960
15735;962
15735;
15736;942
15736;579
15736;
15737;942
15737;579
15737;
15738;942
15738;
15739;942
15739;946
15739;29
15739;574
15739;28
15739;965
15739;
15740;596
15740;
15741;942
15741;946
15741;
15742;942
15742;
15743;945
15743;942
15743;929
15743;
15744;942
15744;945
15744;
15745;942
15745;944
15745;
15746;942
15746;944
15746;177
15746;
15747;942
15747;946
15747;960
15747;963
15747;
15748;942
15748;944
15748;177
15748;
15749;946
15749;942
15749;574
15749;
15750;942
15750;946
15750;
15751;872
15751;554
15751;
15752;942
15752;945
15752;
15753;942
15753;960
15753;961
15753;
15754;14
15754;
15755;942
15755;960
15755;
15756;942
15756;
15757;942
15757;960
15757;
15758;942
15758;
15759;942
15759;960
15759;
15760;742
15760;728
15760;933
15760;724
15760;925
15760;828
15760;930
15760;713
15760;596
15760;960
15760;
15761;554
15761;
15762;942
15762;960
15762;
15763;942
15763;960
15763;
15764;942
15764;946
15764;
15765;942
15765;
15766;942
15766;960
15766;
15767;942
15767;
15768;942
15768;946
15768;
15769;846
15769;742
15769;
15770;23
15770;
15771;809
15771;
15773;11
15773;890
15773;960
15773;
15774;596
15774;
15775;177
15775;
15776;177
15776;
15777;177
15777;
15778;177
15778;
15779;37
15779;
15780;579
15780;
15781;554
15781;574
15781;
15782;11
15782;596
15782;
15783;722
15783;
15784;846
15784;742
15784;957
15784;
15785;942
15785;944
15785;742
15785;930
15785;724
15785;925
15785;651
15785;
15786;742
15786;846
15786;
15787;554
15787;
15788;949
15788;
15789;30
15789;
15790;554
15790;
15791;554
15791;
15792;596
15792;
15793;596
15793;
15794;24
15794;942
15794;945
15794;
15795;743
15795;822
15795;
15796;743
15796;814
15796;
15797;928
15797;
15798;942
15798;960
15798;
15799;928
15799;942
15799;946
15799;
15800;928
15800;
15801;928
15801;
15802;928
15802;
15803;928
15803;942
15803;
15804;928
15804;
15805;818
15805;574
15805;596
15805;928
15805;
15806;879
15806;
15807;847
15807;
15808;558
15808;604
15808;154
15808;121
15808;576
15808;
15809;154
15809;
15810;928
15810;942
15810;
15811;928
15811;
15812;928
15812;
15813;928
15813;
15814;928
15814;
15815;928
15815;
15816;928
15816;
15817;928
15817;
15818;23
15818;941
15818;
15819;928
15819;
15820;928
15820;
15821;928
15821;
15822;928
15822;11
15822;960
15822;
15823;928
15823;
15825;928
15825;
15826;942
15826;
15828;928
15828;942
15828;
15829;928
15829;
15830;928
15830;
15831;154
15831;
15832;928
15832;942
15832;
15833;928
15833;
15834;928
15834;942
15834;
15835;928
15835;
15836;928
15836;
15837;928
15837;942
15837;960
15837;
15838;928
15838;960
15838;
15839;928
15839;
15840;554
15840;
15841;23
15841;941
15841;
15842;554
15842;
15843;11
15843;
15844;11
15844;942
15844;960
15844;
15845;11
15845;928
15845;942
15845;960
15845;
15846;596
15846;942
15846;946
15846;
15847;596
15847;942
15847;944
15847;
15848;587
15848;606
15848;
15850;743
15850;847
15850;
15851;828
15851;742
15851;
15852;942
15852;946
15852;177
15852;
15853;809
15853;
15918;11
15918;942
15918;
15854;743
15854;
15856;921
15856;
15857;121
15857;558
15857;574
15857;576
15857;581
15857;606
15857;867
15857;872
15857;545
15857;587
15857;
15859;839
15859;
15860;839
15860;
15861;554
15861;
15862;554
15862;
15863;849
15863;942
15863;945
15863;24
15863;929
15863;958
15863;964
15863;
15864;729
15864;
15865;23
15865;
15866;881
15866;584
15866;
15867;881
15867;584
15867;
15869;25
15869;
15870;916
15870;742
15870;887
15870;930
15870;652
15870;959
15870;
15871;554
15871;
15874;809
15874;
15875;809
15875;
15876;810
15876;
15877;938
15877;
15878;938
15878;
15879;942
15879;944
15879;
15880;181
15880;554
15880;
15883;742
15883;554
15883;574
15883;649
15883;674
15883;648
15883;
15884;596
15884;567
15884;554
15884;
15885;15
15885;554
15885;
15886;693
15886;
15919;510
15919;748
15919;
15887;742
15887;887
15887;574
15887;703
15887;942
15887;946
15887;930
15887;652
15887;920
15887;
15893;554
15893;574
15893;
15894;942
15894;944
15894;742
15894;
15895;11
15895;596
15895;
15896;574
15896;
15897;942
15897;
15898;810
15898;
15899;23
15899;928
15899;
15900;121
15900;558
15900;576
15900;742
15900;743
15900;
15901;743
15901;809
15901;
15902;743
15902;809
15902;
15904;743
15904;809
15904;
15905;743
15905;809
15905;
15908;938
15908;
15909;938
15909;
15910;938
15910;
15911;938
15911;
15912;596
15912;30
15912;
15913;154
15913;
15914;783
15914;
15915;121
15915;558
15915;576
15915;
15920;742
15920;825
15920;828
15920;724
15920;887
15920;912
15920;722
15920;930
15920;916
15920;928
15920;942
15920;944
15920;949
15920;
15921;742
15921;828
15921;951
15921;861
15921;960
15921;961
15921;
15922;742
15922;760
15922;825
15922;942
15922;946
15922;957
15922;
15923;11
15923;596
15923;
15924;866
15924;584
15924;
15925;742
15925;772
15925;922
15925;927
15925;887
15925;930
15925;942
15925;944
15925;951
15925;
15927;742
15927;930
15927;928
15927;942
15927;944
15927;897
15927;919
15927;
15928;23
15928;942
15928;944
15928;
15929;558
15929;604
15929;154
15929;121
15929;576
15929;
15930;935
15930;
15931;935
15931;
15932;935
15932;
15933;935
15933;
15934;935
15934;928
15934;
15935;935
15935;928
15935;
15937;742
15937;933
15937;713
15937;942
15937;944
15937;
15938;957
15938;
15940;722
15940;742
15940;942
15940;946
15940;897
15940;960
15940;961
15940;
15941;157
15941;154
15941;
15942;25
15942;942
15942;946
15942;
15943;743
15943;
15945;743
15945;
15947;596
15947;554
15947;
15948;15
15948;554
15948;
15949;181
15949;554
15949;
15950;181
15950;554
15950;
15951;181
15951;554
15951;
15952;181
15952;554
15952;
15953;181
15953;554
15953;
15955;181
15955;554
15955;
15956;181
15956;554
15956;
15957;181
15957;554
15957;
15958;181
15958;554
15958;
15959;181
15959;554
15959;
15960;181
15960;554
15960;
15961;181
15961;554
15961;
15962;181
15962;554
15962;
15963;181
15963;554
15963;
15964;181
15964;554
15964;
15965;181
15965;554
15965;
15966;181
15966;554
15966;
15967;181
15967;554
15967;
15968;181
15968;554
15968;
15969;181
15969;554
15969;
15970;181
15970;554
15970;
15971;181
15971;554
15971;
15973;181
15973;554
15973;
15974;181
15974;554
15974;
15975;181
15975;554
15975;
15976;181
15976;554
15976;
15977;181
15977;554
15977;
15978;181
15978;554
15978;
15979;181
15979;554
15979;
15980;181
15980;554
15980;
15981;181
15981;554
15981;
15982;181
15982;554
15982;
15983;181
15983;554
15983;
15984;181
15984;554
15984;
15985;181
15985;554
15985;
15986;181
15986;554
15986;
15987;181
15987;554
15987;
15988;181
15988;554
15988;
15989;928
15989;
15990;121
15990;558
15990;576
15990;23
15990;24
15990;25
15990;26
15990;28
15990;29
15990;510
15990;
15991;181
15991;554
15991;
15992;181
15992;554
15992;
15993;181
15993;554
15993;
15994;181
15994;554
15994;
15995;181
15995;554
15995;
15996;181
15996;554
15996;
15997;181
15997;554
15997;930
15997;
15998;181
15998;554
15998;
15999;181
15999;554
15999;
16000;181
16000;554
16000;
16001;181
16001;554
16001;
16002;181
16002;554
16002;
16003;181
16003;554
16003;
16004;181
16004;554
16004;
16005;181
16005;554
16005;
16006;181
16006;554
16006;
16007;181
16007;554
16007;
16008;181
16008;554
16008;
16009;181
16009;554
16009;
16010;181
16010;554
16010;
16011;181
16011;554
16011;
16012;181
16012;554
16012;
16013;181
16013;554
16013;
16014;181
16014;554
16014;
16015;181
16015;554
16015;
16016;181
16016;554
16016;
16017;181
16017;554
16017;
16018;181
16018;554
16018;
16019;181
16019;554
16019;
16020;181
16020;554
16020;
16021;181
16021;554
16021;
16022;181
16022;554
16022;
16023;181
16023;554
16023;
16024;181
16024;554
16024;
16025;181
16025;554
16025;
16026;181
16026;554
16026;
16028;935
16028;928
16028;942
16028;946
16028;872
16028;
16029;742
16029;713
16029;942
16029;944
16029;916
16029;
16030;554
16030;580
16030;596
16030;574
16030;935
16030;928
16030;942
16030;946
16030;
16031;11
16031;
16032;11
16032;
16033;121
16033;558
16033;576
16033;872
16033;928
16033;
16034;928
16034;
16035;510
16035;25
16035;928
16035;942
16035;944
16035;177
16035;
16036;742
16036;930
16036;
16037;121
16037;558
16037;565
16037;566
16037;576
16037;606
16037;
16038;554
16038;
16039;554
16039;
16040;554
16040;
16041;554
16041;
16042;554
16042;
16043;742
16043;834
16043;
16044;742
16044;
16045;28
16045;
16047;157
16047;154
16047;
16048;11
16048;
16049;554
16049;
16050;554
16050;
16051;818
16051;574
16051;596
16051;928
16051;960
16051;961
16051;
16052;818
16052;574
16052;596
16052;928
16052;
16053;818
16053;574
16053;596
16053;928
16053;
16054;818
16054;574
16054;596
16054;
16055;818
16055;574
16055;596
16055;
16056;888
16056;
16057;888
16057;
16058;888
16058;
16059;888
16059;
16060;888
16060;928
16060;942
16060;960
16060;
16061;888
16061;
16062;888
16062;
16063;888
16063;
16064;888
16064;928
16064;
16065;888
16065;897
16065;920
16065;
16066;25
16066;942
16066;944
16066;
16067;11
16067;596
16067;
16068;11
16068;928
16068;
16070;11
16070;596
16070;
16071;888
16071;942
16071;
16072;888
16072;942
16072;
16073;11
16073;554
16073;574
16073;
16075;888
16075;928
16075;
16076;888
16076;
16077;888
16077;554
16077;
16078;11
16078;574
16078;579
16078;631
16078;788
16078;790
16078;831
16078;833
16078;871
16078;888
16078;928
16078;
16079;888
16079;
16080;888
16080;928
16080;
16081;888
16081;11
16081;928
16081;960
16081;
16082;888
16082;928
16082;942
16082;960
16082;
16085;154
16085;
16086;574
16086;554
16086;579
16086;596
16086;942
16086;960
16086;
16087;15
16087;554
16087;
16088;879
16088;
16091;742
16091;
16092;879
16092;877
16092;
16093;574
16093;
16094;846
16094;742
16094;933
16094;930
16094;951
16094;
16095;887
16095;916
16095;
16096;121
16096;558
16096;561
16096;576
16096;742
16096;24
16096;965
16096;960
16096;
16097;574
16097;596
16097;554
16097;935
16097;
16098;596
16098;554
16098;574
16098;935
16098;
16099;596
16099;554
16099;574
16099;935
16099;
16100;596
16100;554
16100;574
16100;935
16100;
16102;24
16102;928
16102;960
16102;
16103;574
16103;596
16103;554
16103;935
16103;548
16103;867
16103;872
16103;942
16103;946
16103;
16104;574
16104;
16105;743
16105;909
16105;
16202;181
16202;576
16202;
16107;742
16107;834
16107;
16108;554
16108;510
16108;
16109;181
16109;554
16109;
16110;657
16110;907
16110;
16111;23
16111;
16112;26
16112;965
16112;
16114;172
16114;
16115;650
16115;812
16115;703
16115;772
16115;669
16115;742
16115;951
16115;861
16115;
16117;23
16117;574
16117;821
16117;760
16117;930
16117;960
16117;961
16117;
16118;846
16118;930
16118;874
16118;742
16118;928
16118;942
16118;946
16118;960
16118;961
16118;
16119;632
16119;633
16119;
16120;827
16120;911
16120;
16121;742
16121;892
16121;928
16121;953
16121;
16122;742
16122;883
16122;
16123;24
16123;748
16123;928
16123;960
16123;962
16123;
16124;673
16124;760
16124;713
16124;928
16124;
16125;37
16125;928
16125;942
16125;944
16125;
16126;850
16126;584
16126;909
16126;
16127;742
16127;691
16127;960
16127;963
16127;
16128;743
16128;877
16128;809
16128;
16129;743
16129;877
16129;809
16129;
16130;743
16130;877
16130;809
16130;
16132;554
16132;
16133;743
16133;814
16133;
16134;761
16134;823
16134;
16135;554
16135;
16136;123
16136;554
16136;
16137;554
16137;
16446;181
16446;554
16446;
16138;742
16138;815
16138;869
16138;825
16138;772
16138;
16139;742
16139;846
16139;930
16139;711
16139;683
16139;658
16139;928
16139;960
16139;963
16139;
16140;742
16140;815
16140;772
16140;927
16140;922
16140;951
16140;
16141;742
16141;912
16141;888
16141;930
16141;825
16141;928
16141;
16142;890
16142;
16143;890
16143;
16144;890
16144;
16145;890
16145;
16146;878
16146;938
16146;
16147;743
16147;877
16147;
16149;554
16149;742
16149;574
16149;846
16149;828
16149;912
16149;711
16149;942
16149;944
16149;939
16149;959
16149;808
16149;960
16149;961
16149;
16151;121
16151;154
16151;558
16151;576
16151;604
16151;753
16151;
16152;742
16152;825
16152;930
16152;939
16152;928
16152;828
16152;951
16152;960
16152;961
16152;
16153;743
16153;541
16153;
16154;743
16154;847
16154;
16155;37
16155;
16156;37
16156;896
16156;
16157;743
16157;781
16157;
16158;177
16158;942
16158;946
16158;896
16158;965
16158;960
16158;961
16158;
16159;121
16159;558
16159;576
16159;
16160;154
16160;
16161;154
16161;
16162;154
16162;
16163;742
16163;
16166;739
16166;
16167;121
16167;558
16167;576
16167;902
16167;606
16167;
16203;181
16203;554
16203;
16168;121
16168;558
16168;576
16168;
16169;121
16169;558
16169;576
16169;
16170;121
16170;558
16170;576
16170;23
16170;24
16170;25
16170;26
16170;28
16170;29
16170;510
16170;
16171;121
16171;558
16171;576
16171;23
16171;26
16171;748
16171;24
16171;523
16171;29
16171;965
16171;960
16171;
16172;567
16172;574
16172;554
16172;26
16172;928
16172;
16173;574
16173;567
16173;23
16173;177
16173;450
16173;928
16173;896
16173;
16174;574
16174;567
16174;554
16174;
16175;545
16175;26
16175;942
16175;946
16175;
16176;928
16176;
16177;5
16177;
16178;154
16178;
16179;154
16179;
16180;154
16180;
16181;450
16181;888
16181;
16182;888
16182;
16183;450
16183;888
16183;935
16183;
16184;888
16184;
16185;596
16185;888
16185;
16188;878
16188;
16189;742
16189;874
16189;888
16189;574
16189;846
16189;942
16189;944
16189;930
16189;
16190;743
16190;839
16190;
16191;574
16191;554
16191;567
16191;
16192;28
16192;574
16192;567
16192;888
16192;942
16192;945
16192;964
16192;
16193;554
16193;596
16193;888
16193;
16194;181
16194;554
16194;
16195;181
16195;554
16195;
16196;181
16196;554
16196;
16197;181
16197;554
16197;
16198;181
16198;554
16198;
16199;181
16199;554
16199;
16200;181
16200;554
16200;
16201;181
16201;554
16201;
16441;181
16441;554
16441;
16204;181
16204;554
16204;
16205;181
16205;554
16205;
16206;181
16206;554
16206;
16207;181
16207;554
16207;
16208;181
16208;554
16208;
16210;181
16210;554
16210;
16211;181
16211;554
16211;
16212;181
16212;554
16212;
16213;181
16213;554
16213;
16214;181
16214;554
16214;
16215;181
16215;554
16215;
16216;181
16216;554
16216;
16217;181
16217;554
16217;
16218;181
16218;554
16218;
16219;181
16219;554
16219;
16220;181
16220;554
16220;
16221;181
16221;554
16221;
16222;181
16222;554
16222;
16223;181
16223;554
16223;
16224;181
16224;554
16224;
16225;181
16225;554
16225;
16226;181
16226;554
16226;
16227;181
16227;554
16227;
16228;181
16228;554
16228;
16229;181
16229;554
16229;
16230;181
16230;554
16230;
16231;181
16231;554
16231;
16232;181
16232;554
16232;
16233;181
16233;554
16233;
16234;181
16234;554
16234;
16235;181
16235;554
16235;
16236;743
16236;760
16236;822
16236;
16238;742
16238;713
16238;887
16238;828
16238;869
16238;888
16238;922
16238;942
16238;946
16238;
16239;554
16239;
16240;510
16240;574
16240;567
16240;
16241;742
16241;887
16241;652
16241;711
16241;930
16241;670
16241;
16242;881
16242;
16243;880
16243;891
16243;
16244;731
16244;
16245;763
16245;
16246;177
16246;888
16246;964
16246;
16247;854
16247;584
16247;
16442;181
16442;554
16442;
16248;742
16248;
16249;574
16249;567
16249;554
16249;
16251;554
16251;574
16251;567
16251;888
16251;942
16251;960
16251;
16253;23
16253;942
16253;944
16253;964
16253;
16254;154
16254;629
16254;
16255;154
16255;629
16255;
16257;25
16257;
16258;743
16258;860
16258;574
16258;554
16258;909
16258;
16259;743
16259;731
16259;
16260;743
16260;
16262;743
16262;
16264;25
16264;65
16264;888
16264;
16266;65
16266;
16269;28
16269;
16270;742
16270;825
16270;574
16270;
16271;25
16271;
16272;25
16272;
16273;574
16273;554
16273;
16275;810
16275;
16276;810
16276;
16277;743
16277;839
16277;
16278;743
16278;877
16278;809
16278;
16279;743
16279;877
16279;
16280;878
16280;810
16280;
16281;743
16281;839
16281;
16282;24
16282;
16283;743
16283;877
16283;
16284;871
16284;874
16284;928
16284;742
16284;
16285;579
16285;871
16285;928
16285;
16286;750
16286;
16288;25
16288;928
16288;942
16288;944
16288;960
16288;961
16288;
16290;574
16290;554
16290;567
16290;
16291;584
16291;879
16291;
16292;742
16292;815
16292;574
16292;596
16292;812
16292;661
16292;825
16292;861
16292;887
16292;
16293;554
16293;
16294;871
16294;
16295;871
16295;
16296;871
16296;888
16296;
16297;871
16297;554
16297;574
16297;
16298;871
16298;960
16298;961
16298;
16299;871
16299;928
16299;944
16299;942
16299;
16300;871
16300;
16301;871
16301;888
16301;928
16301;596
16301;11
16301;
16303;871
16303;574
16303;567
16303;596
16303;874
16303;957
16303;
16304;871
16304;
16305;554
16305;
16306;554
16306;
16307;827
16307;580
16307;574
16307;
16308;818
16308;574
16308;596
16308;
16309;818
16309;574
16309;596
16309;960
16309;963
16309;
16310;818
16310;574
16310;596
16310;928
16310;
16311;818
16311;574
16311;596
16311;
16312;818
16312;574
16312;596
16312;
16313;818
16313;574
16313;596
16313;
16443;181
16443;554
16443;
16314;818
16314;574
16314;596
16314;871
16314;928
16314;
16315;818
16315;574
16315;596
16315;
16316;818
16316;574
16316;596
16316;
16317;558
16317;121
16317;576
16317;
16318;818
16318;574
16318;596
16318;
16319;818
16319;574
16319;596
16319;
16320;818
16320;574
16320;596
16320;928
16320;
16321;877
16321;743
16321;
16322;878
16322;
16323;878
16323;
16324;878
16324;
16326;743
16326;731
16326;
16327;743
16327;731
16327;
16328;743
16328;731
16328;
16329;743
16329;731
16329;
16330;574
16330;580
16330;567
16330;554
16330;25
16330;65
16330;964
16330;
16332;11
16332;574
16332;
16333;11
16333;574
16333;
16334;574
16334;580
16334;554
16334;24
16334;65
16334;
16335;574
16335;580
16335;567
16335;576
16335;
16337;65
16337;
16338;574
16338;
16339;839
16339;
16340;839
16340;
16341;838
16341;
16342;839
16342;
16343;839
16343;
16344;838
16344;
16345;742
16345;574
16345;825
16345;834
16345;
16346;28
16346;928
16346;942
16346;
16347;23
16347;818
16347;960
16347;961
16347;
16444;181
16444;554
16444;
16348;871
16348;
16349;871
16349;888
16349;
16350;731
16350;743
16350;
16351;37
16351;
16353;24
16353;748
16353;835
16353;917
16353;926
16353;928
16353;942
16353;946
16353;
16354;554
16354;574
16354;
16355;574
16355;554
16355;580
16355;828
16355;683
16355;659
16355;658
16355;871
16355;742
16355;690
16355;684
16355;898
16355;899
16355;900
16355;901
16355;912
16355;925
16355;888
16355;930
16355;846
16355;928
16355;
16356;65
16356;24
16356;596
16356;888
16356;928
16356;942
16356;945
16356;958
16356;960
16356;962
16356;
16357;65
16357;
16358;826
16358;26
16358;911
16358;888
16358;942
16358;960
16358;963
16358;
16359;574
16359;554
16359;580
16359;567
16359;
16361;554
16361;567
16361;574
16361;26
16361;952
16361;965
16361;
16362;65
16362;25
16362;871
16362;
16363;764
16363;
16365;903
16365;888
16365;30
16365;942
16365;944
16365;964
16365;
16366;24
16366;833
16366;888
16366;942
16366;945
16366;958
16366;
16367;554
16367;574
16367;591
16367;867
16367;872
16367;
16368;574
16368;567
16368;554
16368;24
16368;
16369;29
16369;567
16369;580
16369;554
16369;
16370;648
16370;871
16370;698
16370;649
16370;672
16370;650
16370;656
16370;742
16370;796
16370;728
16370;673
16370;892
16370;888
16370;942
16370;944
16370;949
16370;
16445;181
16445;554
16445;
16372;554
16372;
16373;531
16373;
16374;692
16374;
16375;121
16375;558
16375;576
16375;23
16375;25
16375;28
16375;29
16375;748
16375;
16376;574
16376;554
16376;567
16376;871
16376;888
16376;954
16376;
16378;554
16378;
16379;743
16379;781
16379;
16381;567
16381;554
16381;
16382;26
16382;450
16382;37
16382;
16384;554
16384;567
16384;574
16384;
16385;121
16385;558
16385;576
16385;11
16385;928
16385;
16421;554
16421;
16422;554
16422;
16423;554
16423;
16424;554
16424;
16427;24
16427;903
16427;888
16427;928
16427;958
16427;965
16427;
16428;743
16428;820
16428;
16430;847
16430;
16431;742
16431;846
16431;828
16431;825
16431;834
16431;808
16431;959
16431;
16432;820
16432;743
16432;
16433;11
16433;
16434;181
16434;554
16434;
16435;181
16435;554
16435;
16436;181
16436;554
16436;
16437;181
16437;554
16437;960
16437;961
16437;
16438;181
16438;554
16438;
16439;181
16439;554
16439;
16440;181
16440;554
16440;
16447;181
16447;554
16447;
16448;181
16448;554
16448;
16449;181
16449;554
16449;
16450;181
16450;
16451;181
16451;554
16451;
16452;181
16452;554
16452;
16453;181
16453;554
16453;
16454;181
16454;554
16454;
16455;181
16455;554
16455;
16456;181
16456;554
16456;
16457;181
16457;554
16457;
16458;181
16458;554
16458;
16459;181
16459;554
16459;
16460;181
16460;554
16460;
16461;181
16461;554
16461;
16462;181
16462;554
16462;
16463;181
16463;554
16463;
16464;181
16464;554
16464;
16465;181
16465;554
16465;
16466;181
16466;554
16466;
16467;181
16467;554
16467;
16468;181
16468;554
16468;
16469;181
16469;554
16469;
16470;181
16470;554
16470;
16471;181
16471;554
16471;
16472;181
16472;554
16472;
16473;181
16473;554
16473;
16474;181
16474;554
16474;
16475;181
16475;554
16475;
16476;181
16476;554
16476;
16477;181
16477;554
16477;
16478;181
16478;554
16478;
16479;181
16479;554
16479;
16480;181
16480;554
16480;
16481;181
16481;554
16481;
16482;181
16482;554
16482;
16483;181
16483;554
16483;
16484;181
16484;554
16484;
16485;181
16485;554
16485;
16486;181
16486;554
16486;
16487;181
16487;554
16487;
16488;181
16488;554
16488;
16489;181
16489;554
16489;
16490;181
16490;554
16490;
16491;181
16491;554
16491;
16492;181
16492;554
16492;
16493;554
16493;181
16493;
16494;181
16494;
16495;181
16495;554
16495;
16496;181
16496;554
16496;
16497;181
16497;554
16497;
16498;181
16498;554
16498;
16499;181
16499;554
16499;
16500;181
16500;554
16500;
16501;181
16501;554
16501;
16502;181
16502;554
16502;
16503;181
16503;554
16503;
16504;181
16504;554
16504;
16505;23
16505;545
16505;
16506;819
16506;
16508;738
16508;
16510;739
16510;
16511;737
16511;
16512;743
16512;820
16512;
16513;743
16513;820
16513;
16514;737
16514;
16515;743
16515;820
16515;
16516;738
16516;
16517;743
16517;820
16517;
16519;739
16519;
16520;819
16520;
16521;743
16521;820
16521;
16523;737
16523;
